YEAR,MO,DY,PRECTOTCORR,RH2M,T2M,WD50M,WS50M_RANGE,CLRSKY_SFC_SW_DWN
2014,12,13,4.48,88.75,20.44,202.38,2.41,4.44
2014,12,14,0,77.5,19.35,212.38,4.7,5.04
2014,12,15,0,59.69,17.25,56,8.57,5.22
2014,12,16,0,58.75,17.58,83.31,5.98,5.05
2014,12,17,0,56.81,16.43,78.81,5.4,4.91
2014,12,18,0,55,15.98,94.69,4.44,5.15
2014,12,19,0,55.44,16.68,88,5.04,4.84
2014,12,20,0,57.62,17.01,90.62,5.45,4.43
2014,12,21,0,53.12,17.13,90.81,7.23,4.86
2014,12,22,0,53,17.29,101.44,7.96,4.9
2014,12,23,0,55.75,18.17,165.31,6.25,4.99
2014,12,24,0,52.44,19.16,90.94,4.15,5.02
2014,12,25,0,56.88,19.55,95.31,5.14,4.83
2014,12,26,0,62.25,17.98,78.5,5.12,4.97
2014,12,27,0,57,16.9,87.75,4.98,4.86
2014,12,28,0,56.12,16.64,94.62,6.64,4.88
2014,12,29,0,59,17.8,118.88,8.4,4.68
2014,12,30,0,71.38,18.11,195.81,3.71,4.25
2014,12,31,0.2,83.69,18.44,248.31,4.05,3.86
2015,1,1,0.23,75.38,17.98,174.88,4.2,4.62
2015,1,2,0.04,78.94,17.65,185.88,3.7,4.5
2015,1,3,0,78.12,17.91,192.38,4.34,4.94
2015,1,4,0,76.88,18.99,82.31,5.71,4.75
2015,1,5,0,66.19,19.59,70.81,8.07,4.46
2015,1,6,0,66.94,19.04,192,7.3,4.73
2015,1,7,0,58.75,18.26,202.44,5.06,5.01
2015,1,8,0,48.19,17.51,79.88,7.83,5.19
2015,1,9,0,48.06,17.47,82.06,7.56,5.24
2015,1,10,0,45.31,17.05,83.19,5.88,5.54
2015,1,11,0,44.94,16.9,77.75,5.04,5.68
2015,1,12,0,42.62,17.47,84.12,5.69,5.63
2015,1,13,0,43.06,17.87,146.88,7.72,5.68
2015,1,14,0,42.5,18.65,160.62,6.63,5.46
2015,1,15,0,44,18.58,135.25,6.75,5.23
2015,1,16,0,48.25,18.84,134.19,8.16,5.23
2015,1,17,0,44.75,19.23,79.25,6.97,5.16
2015,1,18,0,50.56,19.01,160.25,6.36,5.16
2015,1,19,0,54.88,19.48,165.62,3.98,5.08
2015,1,20,0,65.56,18.83,305,5.25,5.39
2015,1,21,0,67,18.65,173,4.92,5.29
2015,1,22,0,73.06,19.01,195,5.55,5.33
2015,1,23,0,71.94,19.26,177.69,4.42,5.01
2015,1,24,0.21,63.81,20.79,171.88,3.28,4.67
2015,1,25,0.17,61.88,21.1,216.12,5.12,4.93
2015,1,26,0,66.19,19.8,186.62,5.44,5.04
2015,1,27,0,63.25,19.53,165.56,3.88,5.23
2015,1,28,0,61.06,20.15,178,4.02,5.41
2015,1,29,0,59.88,20.63,111.19,3.9,5.34
2015,1,30,0,54.12,21.09,77.31,5.81,5.31
2015,1,31,0,46.88,21.71,84.69,5.65,5.2
2015,2,1,0,50.06,21.19,198.81,4.2,5.14
2015,2,2,0,50.12,21.66,155.19,3.52,5.39
2015,2,3,0,46.38,21.96,128.69,6.48,5.45
2015,2,4,0,40.69,22.19,112.88,5.38,5.75
2015,2,5,0,37.25,22.2,136.19,7.14,5.82
2015,2,6,0,42.44,21.82,169.62,5.86,5.77
2015,2,7,0,47.69,21.4,192.62,5.59,5.77
2015,2,8,0,50.81,19.99,233.44,6.49,6
2015,2,9,0,44.12,21.15,160.31,6.01,5.99
2015,2,10,0.08,47.62,23.55,190.19,7.98,5.86
2015,2,11,0,50,22.56,178.31,4.7,5.84
2015,2,12,0,46.62,22.08,182.12,6.78,5.9
2015,2,13,0,40.12,22.24,167.38,7.62,6.04
2015,2,14,0,37.5,22.28,189.06,6.1,6.13
2015,2,15,0,38.44,22.67,175.88,5.7,6.21
2015,2,16,0,37.31,23.12,133.75,4.82,6.35
2015,2,17,0,37.31,23.18,191,7.02,6.36
2015,2,18,0,37.81,22.18,264.38,4.3,6.57
2015,2,19,0,49.94,22.55,181.44,7.3,6.46
2015,2,20,0,40.88,23.16,175,4.9,6.41
2015,2,21,0,32.81,24.07,81.12,5.96,6.22
2015,2,22,0,33.56,24.73,80.38,4.84,6.2
2015,2,23,0,34.06,24.12,159.81,7.18,6.09
2015,2,24,0,42.31,24.38,190.69,5.15,6.21
2015,2,25,0,49.88,23.3,303.25,7.88,6.17
2015,2,26,0,51.88,21.7,310.19,5,6.3
2015,2,27,0,51.62,20.87,292.19,5.02,6.66
2015,2,28,14.91,66.25,20.87,233.56,7.3,6.36
2015,3,1,17.15,82.19,19.9,197.44,11.98,6.38
2015,3,2,1.13,74.75,19.17,258.25,4.45,6.73
2015,3,3,0,64.56,18.01,276.19,5.48,7.02
2015,3,4,0,55.25,18.12,197.38,6.12,7.02
2015,3,5,0,53.75,20.25,183.75,4.93,6.96
2015,3,6,0,48.06,22.26,154.31,6.95,6.88
2015,3,7,0,43.25,22.94,178.19,7.12,6.79
2015,3,8,0,45.81,23.24,171.56,6.77,6.79
2015,3,9,0,50.06,23.69,118.69,5.47,6.5
2015,3,10,0.8,58.94,25.59,139.88,6.91,6.28
2015,3,11,0.32,57.94,25.12,111.88,4.04,6.21
2015,3,12,0,45.75,26.24,138.19,7.27,6.68
2015,3,13,1.12,49.12,26.43,172.56,6.98,6.77
2015,3,14,1.58,54.75,26.14,185.62,6.1,6.7
2015,3,15,0.35,66.12,23.92,260.5,6.35,6.71
2015,3,16,0.01,63.06,23.32,282.06,5.97,6.87
2015,3,17,0,44.81,23.95,157.44,6.44,7.05
2015,3,18,0,40.81,25.72,154.12,5.8,7.08
2015,3,19,0,43.44,27.48,154.38,8.05,6.81
2015,3,20,0,41.81,28.03,163.75,7.64,6.57
2015,3,21,0,42.06,28.55,171.25,5.07,6.54
2015,3,22,0,41,28.96,176.06,4.41,6.9
2015,3,23,0,36.56,28.59,144.31,4.36,6.49
2015,3,24,0,34.56,29.3,149.56,2.55,6.77
2015,3,25,0,34.56,29.66,127.31,5.49,6.9
2015,3,26,0,40.12,30.09,181.88,3.94,6.59
2015,3,27,0.03,46.12,29.49,177,3.97,6.38
2015,3,28,0.12,48.12,29.11,174,5.49,6.58
2015,3,29,2.6,49.56,27.79,252.19,5.94,6.22
2015,3,30,0.41,47.19,27.81,137.56,3.79,6.26
2015,3,31,0,33.31,27.32,255.81,7.21,7.12
2015,4,1,0,29.12,27.39,287.38,7.49,7.21
2015,4,2,0,38.19,26.29,302.19,5.73,7.32
2015,4,3,0,52.81,25.55,301,4.34,7.48
2015,4,4,0,52.12,24.67,299.69,4.01,7.6
2015,4,5,0,56.75,25.83,312.31,5.19,7.33
2015,4,6,0,51.44,26.12,211.62,7.62,6.79
2015,4,7,0,54.56,25.78,293.94,5.66,7.02
2015,4,8,0,54.94,27.57,297.69,6.91,6.93
2015,4,9,0,53.12,28.33,259.06,7.07,6.78
2015,4,10,0.05,59.06,27.91,279.12,5.95,6.56
2015,4,11,0.24,56.62,27.65,263.94,5.81,6.6
2015,4,12,0.12,51.75,26.11,268.69,7.41,7.04
2015,4,13,0.37,52.62,25.23,261.69,6.73,7.18
2015,4,14,0.04,51.19,26.1,217.19,6.6,6.92
2015,4,15,0,46.44,27.81,199.12,3.95,7.01
2015,4,16,0.01,43.44,28.91,156.12,6.67,7.04
2015,4,17,0,45.31,29.74,239.94,7.81,6.97
2015,4,18,0,47.19,29.79,267.94,5.66,7.36
2015,4,19,0,35.31,31.12,219.38,5.1,7.24
2015,4,20,0,34.25,31.96,211.06,5.39,7.04
2015,4,21,0,37.19,31.47,254.88,5.72,7.13
2015,4,22,0,51.31,29.97,252.81,6.26,6.93
2015,4,23,0,49.94,29.23,277.31,6.18,6.9
2015,4,24,0,45.75,28.23,282.06,5.95,7.58
2015,4,25,0,47.94,27.53,294.31,6.6,7.79
2015,4,26,0,52.5,28.2,283.62,6.54,7.59
2015,4,27,0,49.94,29.57,289.56,7.91,7.42
2015,4,28,0.03,49.25,29.55,286.38,6.16,7.4
2015,4,29,0,52.88,29.23,298.81,5.47,7.62
2015,4,30,0,53.31,28.67,293.62,5.19,7.68
2015,5,1,0,53.81,28.3,297,4.5,7.81
2015,5,2,0.03,50.56,28.58,305.06,6.74,7.83
2015,5,3,0.05,53.31,28.27,290.38,5.51,7.74
2015,5,4,0.01,49.5,29.39,284.5,5.43,7.5
2015,5,5,1.57,45.12,30.62,214.25,4.98,7.24
2015,5,6,1.59,39.56,31.01,138.06,5.02,7.47
2015,5,7,0.01,43.75,30.4,304.44,6.34,7.48
2015,5,8,0.02,44.81,30.9,317.94,5.85,7.1
2015,5,9,0.64,46.62,30.51,321.38,4.35,6.97
2015,5,10,0.14,45.38,30.26,325.31,3.84,7.12
2015,5,11,0.1,43.94,30.74,280,5.4,7.13
2015,5,12,0.32,53.31,29.69,295.06,4.94,7.2
2015,5,13,30.91,67.31,26.79,261.81,4.22,6.82
2015,5,14,24.56,69.75,27.25,89.94,4.48,6.82
2015,5,15,1.56,68,27.75,147.19,2.59,7.14
2015,5,16,0.81,59.38,29.61,183.38,5.51,7.02
2015,5,17,0.02,61.31,28.65,287,4.61,7.28
2015,5,18,0,63.88,28.64,291.31,3.28,7.46
2015,5,19,0,66.31,27.87,279.56,2.26,7.56
2015,5,20,0,64.94,28.28,284.88,3.94,7.49
2015,5,21,0,66.06,27.99,280,2.59,7.43
2015,5,22,0,69.19,27.54,276,1.94,7.57
2015,5,23,0,71.5,26.86,276.44,1.97,7.43
2015,5,24,0,67.81,27.83,269.44,2.13,7.69
2015,5,25,0,71.56,27.31,271.06,1.24,7.59
2015,5,26,0,66.56,27.9,279.94,1.77,7.5
2015,5,27,0.01,64.25,28.51,297.88,2.96,7.55
2015,5,28,0.01,63.12,28.73,302.06,2.2,7.52
2015,5,29,0.58,64.25,28.68,293.5,3.96,7.19
2015,5,30,0.76,64.25,28.35,282.31,3.86,7.1
2015,5,31,0.04,57.62,29.22,291.56,3.91,6.98
2015,6,1,0.09,62.31,27.63,253.38,3.05,6.97
2015,6,2,0.01,64.31,27.2,254.56,1.52,7.41
2015,6,3,0.04,57.69,28.65,286.44,6.6,7.66
2015,6,4,4.3,57.25,29.19,263.25,7.25,7.51
2015,6,5,8.67,74.56,26.33,291,4.65,7.03
2015,6,6,1.61,69.75,27.37,285.5,2.8,7.09
2015,6,7,17.58,76.38,26.96,218.38,1.62,7.29
2015,6,8,7.26,76.94,26.3,206.5,2.8,7.4
2015,6,9,7.44,77.5,25.87,227.12,4.94,7.39
2015,6,10,5.88,78.75,25.98,233.38,2.38,7.51
2015,6,11,29.3,81.25,26.15,242.94,2.96,7.46
2015,6,12,26.5,86.19,24.68,261.94,2.02,7.1
2015,6,13,9.13,86,23.96,250.06,1.34,6.93
2015,6,14,13.28,86.88,23.48,260.25,3.34,6.7
2015,6,15,7.35,81.19,23.9,246.94,3.02,6.65
2015,6,16,6.61,79.19,24.38,243.81,3.17,6.96
2015,6,17,9.2,80.44,24.24,231.5,4.24,7.04
2015,6,18,60.78,85.38,24.3,225.12,3.61,7.04
2015,6,19,46.95,87.56,24.12,227.88,4.93,7.12
2015,6,20,33.33,89.62,24.52,227.69,6.28,7.29
2015,6,21,97.51,90.81,24.33,226.5,6.25,7
2015,6,22,39.46,92.69,24.08,223.38,4.51,6.84
2015,6,23,59.38,90.62,24.62,223.94,4.56,6.89
2015,6,24,29.29,90.38,24.01,239.44,4.73,6.68
2015,6,25,10.28,87.06,24.92,238.5,5.33,6.29
2015,6,26,0.75,86,24.81,244.38,4.51,6.21
2015,6,27,0.17,85.06,24.77,247.69,3.19,6.55
2015,6,28,0.54,86,24.73,249.12,2.22,6.56
2015,6,29,2.76,85,24.68,250.94,2.3,6.58
2015,6,30,3.36,86.38,24.26,254.62,2.73,6.71
2015,7,1,1.32,85.38,24.36,258.38,2.68,6.9
2015,7,2,0.1,84.56,24.56,260.06,1.98,6.92
2015,7,3,0.11,84.56,24.65,266.12,2.24,6.82
2015,7,4,0.11,85.31,24.68,267.75,2.58,7.06
2015,7,5,0.08,84.19,24.84,258.19,2,6.94
2015,7,6,0.08,84.94,24.42,249.25,2.89,6.98
2015,7,7,0.46,84.81,24.59,246.81,3.92,6.54
2015,7,8,2.08,85.5,24.51,258.56,3.62,6.42
2015,7,9,2.02,86.06,24.61,265.31,3.29,6.37
2015,7,10,1.78,86,24.41,261.5,3.78,6.49
2015,7,11,3.55,84.81,24.37,252.94,3.88,6.41
2015,7,12,1,83.81,24.8,251.56,3.22,6.55
2015,7,13,0.25,84.56,24.84,262.62,2.53,6.79
2015,7,14,0.11,83.62,25.08,273.75,3.13,6.59
2015,7,15,0.3,84.56,24.63,266.69,3.48,6.71
2015,7,16,1.69,85.06,24.48,253.25,2.48,6.52
2015,7,17,1.94,86.25,24.23,249.75,4.27,6.69
2015,7,18,3.48,84.56,24.73,258.69,3.55,6.69
2015,7,19,5,88.19,24.19,261.44,4.16,5.81
2015,7,20,21.96,90.94,23.73,263.75,3.08,6.72
2015,7,21,26.35,90.12,23.92,264.25,2.88,6.55
2015,7,22,15.58,88.62,24.26,257.56,3.72,6.18
2015,7,23,9.16,86.31,24.83,244.94,3.95,6.65
2015,7,24,13.13,87.69,23.73,249.25,2.77,6.59
2015,7,25,9.16,86.81,23.95,255.31,3.7,6.54
2015,7,26,3.77,86.12,24.16,250.25,3.12,6.82
2015,7,27,12.43,86.81,23.82,239.94,5.95,6.9
2015,7,28,15.76,89.19,23.11,241.38,3.91,6.6
2015,7,29,10,88.06,23.1,247.94,3.22,6.88
2015,7,30,7.72,86.88,23.6,256.88,4.1,6.34
2015,7,31,5.24,87.25,23.66,264.62,3.44,6.64
2015,8,1,2.84,86.88,23.74,269.56,3.07,6.9
2015,8,2,0.71,86.31,23.88,275.75,3.63,6.66
2015,8,3,1.05,86.38,23.58,272.12,3,6.53
2015,8,4,3.12,88.56,23.5,272.94,4.47,6.15
2015,8,5,8.25,90.31,23.35,262.06,3.4,6.95
2015,8,6,3.76,87.5,23.83,265.06,4.54,6.73
2015,8,7,2.19,86.44,24.19,262.69,3.31,6.55
2015,8,8,2.82,86.06,24.26,264.69,3.91,6.3
2015,8,9,2.98,87.44,24.21,262.88,4.75,6.21
2015,8,10,1.74,88.19,23.93,252.88,3.05,6.73
2015,8,11,4.23,90.56,23.08,248.88,3.7,6.73
2015,8,12,2.24,89.38,23.13,254.19,2.98,6.49
2015,8,13,2.59,87.56,23.78,260.62,3.12,6.55
2015,8,14,4.27,85.94,24.15,258.56,4.05,6.89
2015,8,15,2.32,85.69,24.39,255.12,3.87,6.67
2015,8,16,2.89,86.38,23.98,264,3.55,6.62
2015,8,17,3.89,86.06,24.26,267,3.26,6.67
2015,8,18,0.21,84.31,24.72,275.5,3.41,6.73
2015,8,19,0.04,83.69,25.08,282.75,5.49,6.84
2015,8,20,0.1,85.31,24.24,284.81,3.66,6.87
2015,8,21,0.67,85.75,24.01,265.06,4.2,6.8
2015,8,22,0.74,85.69,23.76,273.94,3.51,6.67
2015,8,23,0.49,86.56,23.64,275.56,2.7,6.79
2015,8,24,0.92,85.25,23.66,273,3.13,6.77
2015,8,25,5.77,85.31,23.84,273.38,4.05,6.81
2015,8,26,3.13,85.56,24.09,287.81,3.54,6.63
2015,8,27,3.28,85.5,24.01,285.25,2.21,6.66
2015,8,28,8.07,87.06,23.94,276.88,3.84,6.18
2015,8,29,4.66,87.19,23.99,259.69,3.87,6.49
2015,8,30,3.11,86.62,23.87,255.19,3.4,6.43
2015,8,31,1.83,89.75,22.73,248.62,2.28,6.39
2015,9,1,0.81,86.31,23.18,251.94,2.3,6.63
2015,9,2,0.27,84.81,22.94,247.31,2.41,6.53
2015,9,3,0.01,81.31,23.26,241.25,3.62,6.65
2015,9,4,0.1,78.19,24.04,235.25,5.14,6.78
2015,9,5,0.11,81.5,24.15,234.25,4.67,6.8
2015,9,6,0.12,82.38,23.83,308.75,2.84,6.97
2015,9,7,0.15,82.31,23.48,301.81,3.96,6.77
2015,9,8,16.08,86.62,23.01,323.38,2.93,6.71
2015,9,9,24.3,88.38,23.54,299.62,2.5,6.33
2015,9,10,23.83,88.12,24.48,305.06,3.22,6.25
2015,9,11,4.32,82.88,25.19,142,4.11,6.25
2015,9,12,35.13,86.19,24.85,271.5,3.23,6.13
2015,9,13,23.36,90.75,23.85,278.69,3.67,6.22
2015,9,14,7.37,89,24.08,295.69,4.22,5.57
2015,9,15,22.65,90.19,23.65,287.56,2,5.59
2015,9,16,9.73,90.44,23.97,305.19,2.42,5.68
2015,9,17,9.81,90.88,24.12,303.31,2.66,5.63
2015,9,18,33.28,93.12,23.66,272.06,4.47,6.07
2015,9,19,22.47,90.25,23.76,248.25,2.94,5.81
2015,9,20,13.7,89.56,23.38,236.62,4.35,6.04
2015,9,21,8.63,89.31,23.54,232.88,3.98,6.09
2015,9,22,1.44,89.25,23.54,244.5,3.02,6.16
2015,9,23,1.62,87.62,23.47,261.44,3.12,6.29
2015,9,24,0.19,85.5,23.79,251.75,4.13,6.64
2015,9,25,0,87.25,23.15,303.69,4.2,6.65
2015,9,26,0.01,80.06,22.36,238.06,4.7,6.87
2015,9,27,0,80.5,22.42,147.75,3.07,6.84
2015,9,28,0,78.5,22.99,113.75,4.55,6.39
2015,9,29,0,77.69,24.35,69.44,3.44,6.11
2015,9,30,0.05,77.62,24.86,77,3.45,5.9
2015,10,1,3.62,81.94,25.06,95.75,4.03,5.76
2015,10,2,15.2,85.31,25.01,165.06,4.06,5.82
2015,10,3,19.56,89.44,24.47,302.5,4.36,6.22
2015,10,4,8.47,89.44,24.13,266.12,1.52,5.54
2015,10,5,1.98,83,24.88,88.5,2.91,5.33
2015,10,6,0,75.62,24.16,81.44,2.96,6.17
2015,10,7,0,71.75,23.98,70.19,2.43,6.17
2015,10,8,0.01,73.62,24.44,172.69,4.07,5.96
2015,10,9,0.17,79.44,24.98,192.12,3.96,5.75
2015,10,10,4.25,89,24.12,228.12,2.14,5.92
2015,10,11,15.21,88.81,24.12,191.56,1.7,5.83
2015,10,12,7.01,84.56,24.36,163.12,3.38,5.74
2015,10,13,0.07,79.75,24.48,118.69,4.42,5.65
2015,10,14,0,68.88,24.97,62.19,3.7,5.81
2015,10,15,0,67,24.26,56.25,3.27,5.91
2015,10,16,0,70.88,24.01,54.19,4.95,5.73
2015,10,17,0,74.94,24.71,73.44,5.05,5.39
2015,10,18,0,75.19,24.76,114.62,5.66,5.48
2015,10,19,0,70.44,24.44,114.19,5.32,5.6
2015,10,20,0,66.12,23.94,131.06,5.97,5.62
2015,10,21,0,68.81,24.56,77.94,3.12,5.36
2015,10,22,0,69.12,24.76,103.62,4.4,5.42
2015,10,23,0,70.62,24.86,96.25,5.59,5.3
2015,10,24,0.01,70.31,25.32,126.81,5.68,5.18
2015,10,25,2.08,73.25,24.9,101.69,2.82,4.87
2015,10,26,1.03,78.69,23.59,158.56,4.81,4.96
2015,10,27,0.01,79.38,22.68,80.12,4.52,4.96
2015,10,28,0,72.62,23.93,158.5,5.1,5.24
2015,10,29,0,72.69,23.71,174,3.16,5.21
2015,10,30,0,74.12,23.45,113.06,5.17,5.46
2015,10,31,0,74.38,23,109.75,6.6,5.41
2015,11,1,0,74.19,22.93,62.31,6.62,5.07
2015,11,2,0,70.62,22.83,106.56,6.6,4.84
2015,11,3,0,70.44,22.65,83,4.08,5.49
2015,11,4,0.3,74.69,22.98,180.88,4.91,5.23
2015,11,5,0.03,74.12,23.08,174.19,3.21,5.25
2015,11,6,0,69.88,23.08,108.44,4.47,5.05
2015,11,7,0,66.88,22.92,108.19,5.51,5.02
2015,11,8,0,65.62,22.84,101.94,4.79,4.8
2015,11,9,0,64.75,22.73,72.25,5.16,5.18
2015,11,10,0,62.25,21.13,74,3.67,5.11
2015,11,11,0,64.69,22.06,77.94,4.05,5.2
2015,11,12,0,62.69,22.23,86.44,5.02,5.13
2015,11,13,0,63,21.51,106.88,6.33,5.2
2015,11,14,0,61.12,21.75,70.31,6.52,5.13
2015,11,15,0,61.62,21.26,77.06,5.25,5.02
2015,11,16,0,61.12,21.94,74.38,6.07,5.02
2015,11,17,0,60.94,21.61,68.62,4.48,5.11
2015,11,18,0,56.25,20.65,78.75,4.53,5.28
2015,11,19,0,56.19,20.76,78.31,5.25,5.15
2015,11,20,0.02,64.31,22.37,94.75,6.72,5.03
2015,11,21,2.42,82.31,23.19,142,6.7,4.52
2015,11,22,25.22,88.69,22.44,73.38,5.18,4.76
2015,11,23,25.62,92,21.62,84.38,4.13,4.75
2015,11,24,0.17,87,21.58,93.38,4.42,4.49
2015,11,25,0.07,78.81,22.45,54.06,3.81,4.6
2015,11,26,0.01,70.94,22.29,142.5,5.62,4.62
2015,11,27,0,70.25,22.26,134.5,4.03,4.4
2015,11,28,0,70.12,21.67,147.12,3.05,4.56
2015,11,29,0,68.62,21.39,92.75,4.13,4.94
2015,11,30,0,69.25,22.1,88.5,4.8,4.86
2015,12,1,0,74.06,22.4,143.5,5.9,4.75
2015,12,2,0,72.06,22.31,96.69,5.64,4.75
2015,12,3,0,71.31,21.75,110.44,4.12,4.79
2015,12,4,0,62.06,20.87,60.12,4.93,4.68
2015,12,5,0,63.12,20.48,77.94,5.32,4.75
2015,12,6,0,61.31,20.05,80.88,5.04,4.88
2015,12,7,0,57.69,19.94,85.44,5.91,5.01
2015,12,8,0,55.25,20.07,87.88,7.32,4.92
2015,12,9,0,60.44,19.64,101.75,5.98,5.06
2015,12,10,0,62.75,21.15,191.06,4.73,4.9
2015,12,11,0,72.88,21.23,281.25,3.91,4.81
2015,12,12,0,69.06,20.9,190.06,3.39,4.94
2015,12,13,0,61.69,20.69,180.19,3.62,4.99
2015,12,14,0,65.25,21.63,168.44,4.9,4.86
2015,12,15,0,64,22.56,176.38,6.1,4.69
2015,12,16,0,64.81,22.67,190.56,5.55,4.59
2015,12,17,0,56,21.6,183.81,4.93,4.63
2015,12,18,0,55.25,20.86,148.69,7.62,4.68
2015,12,19,0,64.44,21.06,172.94,5.34,4.67
2015,12,20,0,70.31,21.12,192.19,4.55,4.48
2015,12,21,0,67.75,20.42,205.56,4.12,4.93
2015,12,22,0,55.12,18.34,185.06,4.44,5.31
2015,12,23,0,50.56,17.53,157.38,5.26,5.21
2015,12,24,0,44.5,17.6,66.56,7.9,5
2015,12,25,0,35.5,16.68,75.88,6.41,4.9
2015,12,26,0,35.38,16.68,83.31,6.63,4.95
2015,12,27,0,38.12,18.25,80.56,5.06,5.09
2015,12,28,0,37.69,19.55,86.38,4.23,5.15
2015,12,29,0,39.94,20.35,86.88,4.28,5.18
2015,12,30,0,37.75,21.23,99.69,6.23,5.22
2015,12,31,0,40.88,20.98,92.94,5.7,5.28
2016,1,1,0,41.06,21.45,73.56,6.98,5.22
2016,1,2,0,44.06,20.73,175.62,5.38,5.11
2016,1,3,0,41.44,20.01,113.5,5.55,5.22
2016,1,4,0,40.62,20.05,123.56,8.51,5.14
2016,1,5,0,42.56,20.21,128.5,7.72,4.93
2016,1,6,0,43.5,20.77,91.06,5.43,4.57
2016,1,7,0,47.94,20.89,81.31,5.23,4.42
2016,1,8,0,50,21.18,144.69,4.66,4.46
2016,1,9,0,48.38,20.62,132.5,5.91,4.73
2016,1,10,0,42.88,20.4,73.81,5.72,4.93
2016,1,11,0,46,20.09,176.56,6.3,5.01
2016,1,12,0,50.56,20.16,187.5,5.32,4.95
2016,1,13,0,54.19,19.69,165.94,4.82,4.78
2016,1,14,0,56,19.44,197.44,4.85,4.83
2016,1,15,0,66.31,19.19,189.94,4.38,4.73
2016,1,16,0,66.44,19.83,258.44,5.62,4.84
2016,1,17,0,68.44,18.76,261.94,5.26,5.39
2016,1,18,0,65.31,18.01,280.12,5.44,5.41
2016,1,19,0,60.38,17.59,286.62,4.83,5.41
2016,1,20,0,43.06,17.31,107.12,5.33,5.71
2016,1,21,0,39.94,18.06,70.31,8.28,5.44
2016,1,22,0,29.44,18.55,82.44,6.79,5.36
2016,1,23,0,34.69,19.8,89,8.85,5.21
2016,1,24,0,44.25,20.7,185.56,7.37,4.93
2016,1,25,0,43.19,20.56,183.62,5.99,5.5
2016,1,26,0,40.94,20.62,190.31,7.02,5.7
2016,1,27,0,44.31,20.43,152,6,5.78
2016,1,28,0,38.25,21.38,101.5,6.18,5.76
2016,1,29,0,33.81,22.69,65.75,5.78,5.73
2016,1,30,0,35,22.55,145.44,4.59,5.58
2016,1,31,0,38.69,22.6,158.62,4.93,5.58
2016,2,1,0,41.25,22.45,175.44,6.37,5.52
2016,2,2,0,36.81,22.5,162.44,6.73,5.77
2016,2,3,0,36.25,21.77,183.88,5.32,6.08
2016,2,4,0,34,21.43,173.94,5.7,6.19
2016,2,5,0,38.69,22.19,179.94,4.97,5.55
2016,2,6,0,63.38,20.07,248.94,6.29,5.64
2016,2,7,0,66.38,19.14,304.44,4.4,6.08
2016,2,8,0,54,20.83,195.19,2.57,5.93
2016,2,9,0,48.31,22.58,172.12,5.25,5.35
2016,2,10,0,61.31,21.86,272.75,5.72,5.21
2016,2,11,0,66.81,20.73,283.56,4.26,5.8
2016,2,12,0,67.12,19.45,242.56,6.27,6.25
2016,2,13,0,61.25,19.46,268.81,6.45,6.25
2016,2,14,0,48.62,21.3,199.06,5.14,5.95
2016,2,15,0,43.19,22.8,210.56,6.3,5.59
2016,2,16,0,46.56,23.77,182.62,2.76,5.71
2016,2,17,0,52.75,24.22,215.06,3.27,5.81
2016,2,18,0,45.88,24.58,167,6.66,6.1
2016,2,19,0,59.06,24.75,235.12,6.18,5.7
2016,2,20,0,55.69,25.42,159.94,5.79,5.89
2016,2,21,0,47.69,26.64,214.62,7.76,5.7
2016,2,22,0,34.94,26,205.25,5.38,6.16
2016,2,23,0,31.44,26.08,171.94,6.76,6.3
2016,2,24,0,42.31,23.94,256.31,4.48,6.38
2016,2,25,0,52.44,23.68,272.12,4.6,6.33
2016,2,26,0,41.62,24.65,292.38,4.91,5.98
2016,2,27,0,35.81,25.99,159.25,6.02,5.97
2016,2,28,0.39,37.56,26.94,185.56,4.88,5.63
2016,2,29,1.41,42.88,28.03,184.69,5.59,5.44
2016,3,1,0.27,46.81,27.98,160.88,7.25,5.47
2016,3,2,2.65,53.12,27.53,172.19,5.76,5.59
2016,3,3,0.64,51.19,27.21,144.69,5.65,5.91
2016,3,4,1.5,46.25,27.94,130.69,3.06,6.12
2016,3,5,0,39.88,27.62,184.5,7.38,6.47
2016,3,6,0,35.06,26.08,271.69,7.27,6.49
2016,3,7,0,30.06,26.32,270.31,7.62,6.75
2016,3,8,0,31,26.45,181.06,7.15,6.56
2016,3,9,0,31.31,26.4,288.19,4.32,6.74
2016,3,10,0,27.12,28.3,146.75,5.55,6.84
2016,3,11,0,29.69,28.3,161.25,4.3,6.48
2016,3,12,0,37.44,26.65,299.12,5.73,6.51
2016,3,13,0,50.44,23.74,295.69,5.09,6.91
2016,3,14,0,54.88,23.72,306.5,4.51,7.22
2016,3,15,0,50.25,24.57,192.94,5.88,7.08
2016,3,16,0,48.38,25.02,258.75,6.67,7.03
2016,3,17,0,44.56,25.87,302.5,6.12,6.98
2016,3,18,0,41.94,27.69,255.75,6.27,6.9
2016,3,19,0,36.06,28.51,246.75,5.34,6.88
2016,3,20,0,29.75,28.69,227.75,4.65,6.95
2016,3,21,0,28.06,28.08,221.88,5.38,7.16
2016,3,22,0,20.44,27.82,150.81,4.21,7.38
2016,3,23,0,20.75,28.87,141.12,4.69,7.22
2016,3,24,0,29.5,29.54,230.69,4.52,6.72
2016,3,25,0,43.88,29.19,220.81,6.86,6.31
2016,3,26,0,39.88,29.96,247.44,7.57,6.39
2016,3,27,0.03,35.69,29.48,236.38,6.31,6.43
